2007/05/10 14,19,22,25,35
2007/05/11 15,18,19,21,24
2007/05/14 2,9,10,14,39
2007/05/15 5,8,11,23,38
2007/05/16 1,11,18,21,24
2007/05/17 4,5,6,13,33
2007/05/18 6,11,15,37,39
2007/05/21 8,15,20,23,25
2007/05/22 1,13,18,31,32
2007/05/23 4,8,21,29,32
2007/05/24 7,8,13,30,35
2007/05/25 4,13,19,23,35
2007/05/28 4,5,10,17,37
2007/05/29 10,14,15,29,35
2007/05/30 5,20,33,38,39
2007/05/31 21,28,33,35,38
2007/06/01 1,3,7,13,28
2007/06/04 4,7,13,32,36
2007/06/05 6,8,18,25,35
2007/06/06 7,20,21,28,33
2007/06/07 1,7,18,19,21
2007/06/08 1,7,10,16,37
2007/06/11 7,14,27,29,30
2007/06/12 5,15,23,27,34
2007/06/13 1,2,3,20,25
2007/06/14 6,10,12,26,39
2007/06/15 2,12,23,25,27
2007/06/18 2,3,5,12,16
2007/06/19 1,6,8,10,28
2007/06/20 7,11,12,23,38
2007/06/21 18,19,28,35,39
2007/06/22 9,11,20,22,25
2007/06/25 20,22,23,24,34
2007/06/26 1,4,15,25,33
2007/06/27 3,6,14,20,21
2007/06/28 1,19,22,35,36
2007/06/29 25,31,33,34,37
2007/07/02 3,13,21,28,32
2007/07/03 15,17,23,25,38
2007/07/04 10,17,18,19,29
2007/07/05 1,2,11,23,37
2007/07/06 6,31,34,35,39
2007/07/09 8,12,24,34,35
2007/07/10 1,8,12,19,29
2007/07/11 5,14,19,20,29
2007/07/12 8,13,21,27,32
2007/07/13 1,3,20,26,31
2007/07/16 15,16,22,35,39
2007/07/17 5,17,23,27,30
2007/07/18 3,21,24,33,34
2007/07/19 1,6,19,24,37
2007/07/20 17,25,34,35,38
2007/07/23 3,11,15,20,36
2007/07/24 5,12,19,28,34
2007/07/25 1,9,10,19,21
2007/07/26 7,20,24,33,34
2007/07/27 8,11,12,18,21
2007/07/30 4,8,12,15,20
2007/07/31 7,14,17,37,39
2007/08/01 4,9,28,32,36
2007/08/02 9,15,21,35,39
2007/08/03 4,8,12,13,32
2007/08/06 2,8,13,33,36
2007/08/07 9,10,23,31,36
2007/08/08 7,11,12,27,29
2007/08/09 2,9,22,24,38
2007/08/10 13,16,17,26,33
2007/08/13 1,15,24,29,31
2007/08/14 4,15,25,26,36
2007/08/15 5,12,28,30,32
2007/08/16 7,14,29,30,35
2007/08/17 5,16,23,30,35
2007/08/20 4,17,23,26,28
2007/08/21 1,7,19,26,29
2007/08/22 3,17,22,31,34
2007/08/23 4,7,16,20,28
2007/08/24 2,7,12,16,39
2007/08/27 10,12,19,23,36
2007/08/28 4,7,14,29,36
2007/08/29 15,18,25,32,34
2007/08/30 7,14,25,28,37
2007/08/31 14,20,22,27,29
2007/09/03 12,18,24,27,33
2007/09/04 5,7,18,24,35
2007/09/05 1,28,31,34,38
2007/09/06 8,19,28,31,33
2007/09/07 2,19,23,30,37
2007/09/10 13,19,28,32,37
2007/09/11 4,21,27,35,38
2007/09/12 7,10,17,23,35
2007/09/13 1,3,10,15,26
2007/09/14 11,23,24,36,39
2007/09/17 16,24,25,26,30
2007/09/18 1,11,13,24,27
2007/09/19 4,6,17,24,37
2007/09/20 7,13,20,25,26
2007/09/21 12,17,24,34,38
2007/09/24 2,3,31,36,37
2007/09/25 1,17,19,27,36
2007/09/26 8,31,32,33,37
2007/09/27 6,11,12,16,33
2007/09/28 4,9,17,26,37
2007/10/01 2,28,31,33,35
2007/10/02 1,8,22,23,26
2007/10/03 1,5,8,12,24
2007/10/04 2,6,24,35,36
2007/10/05 8,11,25,34,39
2007/10/08 14,16,19,21,34
2007/10/09 5,7,12,22,26
2007/10/10 1,8,22,24,27
2007/10/11 4,18,23,26,36
2007/10/12 1,12,13,17,23
2007/10/15 9,10,17,18,31
2007/10/16 11,15,20,22,34
2007/10/17 3,7,18,19,23
2007/10/18 11,13,21,22,31
2007/10/19 7,22,27,29,32
2007/10/22 1,13,18,23,33
2007/10/23 3,4,9,22,39
2007/10/24 1,3,17,29,31
2007/10/25 9,11,16,20,31
2007/10/26 17,19,23,29,37
2007/10/29 3,4,17,32,39
2007/10/30 3,4,6,22,27
2007/10/31 15,23,28,35,36
2007/11/01 9,12,14,22,30
2007/11/02 1,4,5,30,31
2007/11/05 12,26,28,31,38
2007/11/06 9,26,32,33,37
2007/11/07 6,12,20,21,30
2007/11/08 23,24,25,29,36
2007/11/09 2,12,18,28,36
2007/11/12 30,33,34,36,37
2007/11/13 5,6,16,18,29
2007/11/14 2,9,24,31,39
2007/11/15 6,21,29,35,37
2007/11/16 1,5,10,19,32
2007/11/19 10,17,19,20,25
2007/11/20 7,25,32,34,36
2007/11/21 6,10,17,20,38
2007/11/22 4,12,15,30,38
2007/11/23 7,13,16,24,31
2007/11/26 5,12,19,29,30
2007/11/27 5,11,12,19,34
2007/11/28 1,6,11,14,28
2007/11/29 12,15,24,29,38
2007/11/30 3,9,27,32,35
2007/12/03 3,11,24,28,31
2007/12/04 11,15,32,36,39
2007/12/05 3,8,9,11,36
2007/12/06 11,14,29,32,39
2007/12/07 15,16,22,24,28
2007/12/10 2,7,18,19,38
2007/12/11 15,20,21,24,35
2007/12/12 10,19,27,36,38
2007/12/13 7,13,22,26,32
2007/12/14 2,14,15,28,37
2007/12/17 2,8,13,24,26
2007/12/18 7,21,24,30,36
2007/12/19 6,7,13,27,39
2007/12/20 13,16,24,29,30
2007/12/21 1,2,30,37,38
2007/12/24 19,31,34,36,37
2007/12/25 2,4,13,22,28
2007/12/26 1,11,18,20,33
2007/12/27 1,3,4,19,26
2007/12/28 1,2,14,22,30
2007/12/31 11,12,20,25,37
2008/01/01 11,26,31,35,37
2008/01/02 2,9,10,24,30
2008/01/03 18,28,32,33,38
2008/01/04 7,17,20,28,36
2008/01/07 2,11,18,19,21
2008/01/08 1,12,19,20,35
2008/01/09 4,9,16,19,29
2008/01/10 1,8,11,22,39
2008/01/11 4,8,27,30,32
2008/01/14 4,19,34,35,38
2008/01/15 5,11,16,21,26
2008/01/16 9,10,11,23,30
2008/01/17 2,20,35,37,38
2008/01/18 5,15,31,32,36
2008/01/21 1,11,23,26,29
2008/01/22 1,4,7,17,23
2008/01/23 1,3,4,11,28
2008/01/24 1,8,12,26,37
2008/01/25 2,8,15,17,20
2008/01/28 2,13,28,32,36
2008/01/29 1,4,9,10,29
2008/01/30 1,16,17,28,37
2008/01/31 1,2,17,24,35
2008/02/01 3,10,23,34,37
2008/02/04 3,12,23,26,34
2008/02/05 1,4,10,18,31
2008/02/06 4,17,18,29,33
2008/02/07 6,30,32,33,34
2008/02/08 3,10,11,34,38
2008/02/11 13,18,25,37,38
2008/02/12 1,10,12,28,38
2008/02/13 14,28,34,36,37
2008/02/14 3,4,10,36,39
2008/02/15 1,24,26,27,39
2008/02/18 5,14,17,18,21
2008/02/19 11,16,24,30,35
2008/02/20 11,20,27,30,33
2008/02/21 6,10,22,31,37
2008/02/22 9,22,23,26,32
2008/02/25 1,4,18,23,31
2008/02/26 28,30,32,36,37
2008/02/27 1,6,33,34,35
2008/02/28 1,3,9,20,22
2008/02/29 8,25,27,34,38
2008/03/03 4,5,10,13,22
2008/03/04 5,11,12,19,21
2008/03/05 2,10,13,14,15
2008/03/06 3,9,15,17,21
2008/03/07 6,7,15,36,39
2008/03/10 13,16,17,29,31
2008/03/11 4,10,16,17,22
2008/03/12 9,24,27,36,37
2008/03/13 1,11,19,21,33
2008/03/14 2,6,16,26,28
2008/03/17 2,11,16,20,37
2008/03/18 10,16,20,31,32
2008/03/19 1,14,19,21,33
2008/03/20 3,6,20,22,29
2008/03/21 4,10,19,20,30
2008/03/24 2,5,26,29,30
2008/03/25 1,3,8,30,36
2008/03/26 9,12,13,15,31
2008/03/27 14,20,26,29,37
2008/03/28 7,14,31,35,39
2008/03/31 9,16,30,32,38
2008/04/01 6,12,16,18,35
2008/04/02 4,10,14,24,26
2008/04/03 2,18,21,24,36
2008/04/04 10,17,21,32,35
2008/04/07 6,7,16,22,24
2008/04/08 7,10,15,37,38
2008/04/09 9,13,15,21,28
2008/04/10 5,8,9,17,24
2008/04/11 5,16,30,34,37
2008/04/14 2,10,17,18,21
2008/04/15 6,18,25,26,31
2008/04/16 7,18,20,22,33
2008/04/17 5,19,22,28,29
2008/04/18 11,12,20,32,35
2008/04/21 8,15,22,24,33
2008/04/22 3,10,12,19,24
2008/04/23 4,5,7,9,21
2008/04/24 3,14,25,33,38
2008/04/25 4,7,11,19,24
2008/04/28 2,15,17,19,21
2008/04/29 4,7,8,11,29
2008/04/30 10,25,27,30,39
2008/05/01 5,17,20,25,34
2008/05/02 1,13,15,16,30
2008/05/05 16,19,27,29,33
2008/05/06 8,16,17,33,38
2008/05/07 4,18,19,27,35
2008/05/08 23,27,33,35,39
2008/05/09 5,24,26,32,34
2008/05/12 5,9,18,31,35
2008/05/13 6,21,29,31,36
2008/05/14 4,28,31,36,37
2008/05/15 11,18,21,27,38
2008/05/16 13,18,20,21,23
2008/05/19 10,11,28,31,34
2008/05/20 4,18,24,28,38
2008/05/21 8,12,20,34,35
2008/05/22 11,21,25,31,38
2008/05/23 8,11,33,34,35
2008/05/26 2,3,17,23,30
2008/05/27 30,31,32,33,38
2008/05/28 1,3,30,31,39
2008/05/29 6,14,21,23,34
2008/05/30 16,23,25,30,33
2008/06/02 2,6,8,29,32
2008/06/03 6,9,19,33,35
2008/06/04 19,20,27,29,33
2008/06/05 4,17,23,27,29
2008/06/06 7,11,20,28,31
2008/06/09 7,16,20,27,35
2008/06/10 3,9,25,26,35
2008/06/11 7,11,14,19,20
2008/06/12 12,17,29,35,39
2008/06/13 1,4,9,33,38
2008/06/16 21,25,28,30,33
2008/06/17 1,4,10,16,37
2008/06/18 5,16,18,19,30
2008/06/19 4,6,11,18,29
2008/06/20 5,6,12,17,23
2008/06/23 14,17,18,24,29
2008/06/24 5,7,13,27,35
2008/06/25 6,7,18,28,34
2008/06/26 1,9,17,22,24
2008/06/27 6,12,19,22,34
2008/06/30 5,20,31,36,37
2008/07/01 6,9,10,35,36
2008/07/02 10,14,27,33,39
2008/07/03 1,4,16,18,37
2008/07/04 20,25,31,33,39
2008/07/07 9,16,20,37,38
2008/07/08 3,5,8,20,23
2008/07/09 1,11,17,21,34
2008/07/10 13,16,22,26,34
2008/07/11 5,10,12,30,34
2008/07/14 2,9,32,33,37
2008/07/15 2,20,25,27,28
2008/07/16 3,8,16,17,30
2008/07/17 2,8,20,25,27
2008/07/18 9,13,19,23,39
2008/07/21 5,10,17,19,23
2008/07/22 5,6,19,21,28
2008/07/23 4,18,22,26,30
2008/07/24 1,8,11,13,38
2008/07/25 8,17,26,28,32
2008/07/28 15,22,24,26,36
2008/07/29 6,12,13,32,38
2008/07/30 6,10,17,28,34
2008/07/31 3,20,24,31,39
2008/08/01 1,10,23,29,36
2008/08/04 9,11,14,17,25
2008/08/05 3,10,13,20,33
2008/08/06 22,27,30,33,38
2008/08/07 8,11,15,25,26
2008/08/08 1,6,14,17,31
2008/08/11 4,6,10,14,36
2008/08/12 3,5,9,28,33
2008/08/13 3,8,29,32,34
2008/08/14 18,22,25,28,39
2008/08/15 4,7,23,34,38
2008/08/18 2,4,23,27,32
2008/08/19 8,14,20,31,37
2008/08/20 17,30,31,35,37
2008/08/21 12,13,23,28,37
2008/08/22 1,3,9,10,20
2008/08/25 11,20,21,24,35
2008/08/26 4,6,11,28,30
2008/08/27 1,2,13,18,38
2008/08/28 1,16,31,33,37
2008/08/29 11,14,21,28,38
2008/09/01 15,26,27,28,37
2008/09/02 4,6,20,21,35
2008/09/03 1,5,28,32,33
2008/09/04 3,13,30,37,39
2008/09/05 4,15,20,31,34
2008/09/08 1,10,18,31,37
2008/09/09 8,24,28,38,39
2008/09/10 2,16,28,32,33
2008/09/11 10,12,29,34,35
2008/09/12 3,6,10,12,26
2008/09/15 2,11,16,26,37
2008/09/16 4,10,14,17,25
2008/09/17 8,16,33,36,37
2008/09/18 15,25,27,34,35
2008/09/19 2,13,17,23,27
2008/09/22 10,15,16,25,33
2008/09/23 9,24,25,30,34
2008/09/24 6,18,19,27,30
2008/09/25 1,13,16,23,32
2008/09/26 5,12,27,34,39
2008/09/29 4,13,19,22,37
2008/09/30 2,3,15,19,32
2008/10/01 13,15,23,25,34
2008/10/02 3,4,12,19,35
2008/10/03 7,21,23,27,36
2008/10/06 5,12,16,24,32
2008/10/07 10,18,19,23,30
2008/10/08 2,15,32,34,37
2008/10/09 1,4,19,20,37
2008/10/10 1,6,8,25,36
2008/10/13 6,10,11,13,14
2008/10/14 2,14,15,35,38
2008/10/15 3,4,8,23,26
2008/10/16 10,14,23,32,38
2008/10/17 3,4,6,30,38
2008/10/20 3,4,5,24,31
2008/10/21 8,14,21,25,28
2008/10/22 9,11,16,21,33
2008/10/23 8,34,36,37,39
2008/10/24 5,21,24,32,38
2008/10/27 3,18,31,32,33
2008/10/28 3,4,15,28,38
2008/10/29 17,18,19,26,30
2008/10/30 5,9,17,26,32
2008/10/31 5,29,31,35,38
2008/11/03 11,23,27,33,36
2008/11/04 5,9,10,15,25
2008/11/05 1,24,31,34,37
2008/11/06 1,8,12,13,35
2008/11/07 3,5,7,22,28
2008/11/10 4,19,26,30,31
2008/11/11 8,23,32,33,39
2008/11/12 5,11,24,28,31
2008/11/13 8,23,25,26,34
2008/11/14 4,5,12,13,29
2008/11/17 17,19,30,31,36
2008/11/18 7,8,18,22,24
2008/11/19 29,30,31,33,34
2008/11/20 2,21,28,38,39
2008/11/21 5,10,14,23,27
2008/11/24 1,2,24,25,34
2008/11/25 5,12,15,18,29
2008/11/26 4,18,24,26,30
2008/11/27 8,14,21,28,36
2008/11/28 14,15,16,18,39
2008/12/01 5,7,10,19,36
2008/12/02 6,9,15,17,31
2008/12/03 8,9,19,28,32
2008/12/04 17,19,21,38,39
2008/12/05 5,7,31,36,38
2008/12/08 13,27,35,37,38
2008/12/09 2,26,28,31,35
2008/12/10 14,20,22,27,30
2008/12/11 1,4,10,14,17
2008/12/12 10,14,23,25,32
2008/12/15 2,5,33,36,39
2008/12/16 12,16,18,25,28
2008/12/17 5,8,11,14,22
2008/12/18 14,16,28,35,37
2008/12/19 8,12,18,24,28
2008/12/22 5,6,20,31,37
2008/12/23 3,11,20,25,37
2008/12/24 2,15,25,36,37
2008/12/25 8,18,32,37,38
2008/12/26 11,12,25,26,35
2008/12/29 9,20,22,34,36
2008/12/30 3,8,13,19,37
2008/12/31 8,12,36,37,39
2009/01/01 6,11,14,17,32
2009/01/02 12,20,30,38,39
2009/01/05 2,3,21,24,29
2009/01/06 2,9,10,11,37
2009/01/07 12,20,26,33,39
2009/01/08 27,28,32,34,35
2009/01/09 1,7,11,15,30
2009/01/12 10,15,20,22,36
2009/01/13 2,11,21,30,34
2009/01/14 4,14,25,34,38
2009/01/15 14,17,29,35,36
2009/01/16 8,9,25,28,35
2009/01/19 3,18,24,31,36
2009/01/20 5,8,26,32,38
2009/01/21 2,3,9,24,35
2009/01/22 4,5,21,25,35
2009/01/23 2,14,21,33,39
2009/01/26 2,7,14,31,39
2009/01/27 2,6,9,21,36
2009/01/28 5,8,9,26,29
2009/01/29 4,9,16,26,31
2009/01/30 16,19,30,31,38
2009/02/02 8,18,23,27,37
2009/02/03 5,18,30,31,39
2009/02/04 5,19,22,30,33
2009/02/05 4,7,16,19,25
2009/02/06 7,12,20,37,39
2009/02/09 6,12,15,21,23
2009/02/10 20,21,24,26,30
2009/02/11 5,17,18,23,37
2009/02/12 5,6,24,32,36
2009/02/13 4,5,29,32,38
2009/02/16 3,6,23,24,35
2009/02/17 1,9,18,25,36
2009/02/18 1,10,19,22,34
2009/02/19 7,9,15,23,31
2009/02/20 2,5,19,22,24
2009/02/23 15,22,32,33,39
2009/02/24 3,6,11,20,30
2009/02/25 16,22,24,28,36
2009/02/26 2,5,6,27,35
2009/02/27 1,9,13,18,25
2009/03/02 3,15,24,30,33
2009/03/03 1,11,19,21,22
2009/03/04 5,10,29,30,36
2009/03/05 1,25,29,31,38
2009/03/06 6,8,9,19,38
2009/03/09 10,21,24,33,36
2009/03/10 4,7,9,34,38
2009/03/11 12,19,32,36,39
2009/03/12 12,31,32,36,37
2009/03/13 3,4,13,25,36
2009/03/16 1,4,11,29,38
2009/03/17 5,7,13,35,37
2009/03/18 4,27,32,35,38
2009/03/19 2,30,31,33,39
2009/03/20 9,17,33,34,36
2009/03/23 5,22,24,27,28
2009/03/24 5,17,21,31,38
2009/03/25 14,15,17,30,32
2009/03/26 1,13,16,28,29
2009/03/27 3,9,12,24,39
2009/03/30 8,15,25,26,28
2009/03/31 20,21,25,31,34
2009/04/01 11,16,22,31,36
2009/04/02 13,16,23,29,31
2009/04/03 12,14,19,37,39
2009/04/06 16,20,35,36,39
2009/04/07 2,4,10,24,39
2009/04/08 3,8,10,26,33
2009/04/09 5,8,18,26,36
2009/04/10 1,2,3,23,32
2009/04/13 3,6,17,30,38
2009/04/14 3,5,21,29,30
2009/04/15 3,23,29,35,38
2009/04/16 4,11,15,25,30
2009/04/17 7,8,32,33,39
2009/04/20 1,3,29,37,39
2009/04/21 11,16,20,27,28
2009/04/22 2,17,20,36,38
2009/04/23 1,2,21,30,31
2009/04/24 11,20,28,36,38
2009/04/27 3,9,16,23,29
2009/04/28 2,7,35,36,38
2009/04/29 1,7,13,19,20
2009/04/30 15,16,22,27,37
2009/05/01 12,13,29,31,36
2009/05/04 12,15,16,29,33
2009/05/05 6,22,28,34,37
2009/05/06 5,7,16,35,39
2009/05/07 19,20,21,26,30
2009/05/08 1,14,22,33,34
2009/05/11 1,10,16,24,39
2009/05/12 1,9,11,31,34
2009/05/13 11,16,20,30,37
2009/05/14 9,10,20,33,37
2009/05/15 24,25,26,37,39
2009/05/18 3,12,13,36,38
2009/05/19 3,9,11,29,31
2009/05/20 9,15,18,22,23
2009/05/21 2,13,20,32,39
2009/05/22 3,11,12,27,34
2009/05/25 1,27,30,33,39
2009/05/26 1,7,16,34,36
2009/05/27 14,17,21,26,32
2009/05/28 9,11,30,34,38
2009/05/29 5,6,9,25,38
2009/06/01 1,20,21,29,31
2009/06/02 1,4,6,12,18
2009/06/03 8,10,20,24,37
2009/06/04 15,19,25,28,36
2009/06/05 2,12,14,15,38
2009/06/08 9,13,22,27,33
2009/06/09 6,23,31,34,38
2009/06/10 12,24,27,31,35
2009/06/11 14,15,19,25,33
2009/06/12 4,19,33,34,35
2009/06/15 7,13,18,21,27
2009/06/16 4,6,15,19,20
2009/06/17 7,12,16,27,36
2009/06/18 1,11,19,24,29
2009/06/19 6,12,18,21,37
2009/06/22 10,17,21,25,34
2009/06/23 17,20,21,31,32
2009/06/24 16,21,22,34,38
2009/06/25 2,10,19,28,38
2009/06/26 13,15,20,27,39
2009/06/29 3,7,9,15,24
2009/06/30 1,11,21,29,31
2009/07/01 9,11,25,32,33
2009/07/02 4,10,25,30,31
2009/07/03 2,4,14,29,35
2009/07/06 3,6,7,13,23
2009/07/07 1,22,27,30,36
2009/07/08 12,13,22,24,33
2009/07/09 6,17,21,35,37
2009/07/10 3,15,25,26,31
2009/07/13 14,16,31,36,37
2009/07/14 3,4,7,15,23
2009/07/15 2,5,27,36,37
2009/07/16 2,10,21,37,39
2009/07/17 1,3,6,15,33
2009/07/20 4,8,9,17,38
2009/07/21 3,17,24,25,32
2009/07/22 3,6,10,13,22
2009/07/23 1,3,24,32,39
2009/07/24 14,28,30,33,34
2009/07/27 5,8,36,37,38
2009/07/28 3,13,19,21,37
2009/07/29 2,15,23,24,33
2009/07/30 3,9,18,34,38
2009/07/31 13,14,16,17,32
2009/08/03 1,6,20,23,26
2009/08/04 10,12,14,18,34
2009/08/05 2,10,25,29,37
2009/08/06 16,17,28,32,33
2009/08/07 1,8,14,25,37
2009/08/10 3,12,19,23,39
2009/08/11 5,18,22,23,32
2009/08/12 5,8,17,32,37
2009/08/13 8,11,15,17,31
2009/08/14 8,25,28,30,37
2009/08/17 1,10,25,34,38
2009/08/18 6,7,15,17,26
2009/08/19 6,14,20,35,36
2009/08/20 9,12,14,16,34
2009/08/21 17,23,26,28,31
2009/08/24 1,18,22,27,39
2009/08/25 7,14,17,29,37
2009/08/26 7,10,17,19,26
2009/08/27 24,26,28,29,37
2009/08/28 9,16,21,24,29
2009/08/31 1,5,16,20,38
2009/09/01 2,15,22,32,35
2009/09/02 2,4,7,34,38
2009/09/03 10,17,23,26,39
2009/09/04 9,17,27,32,38
2009/09/07 9,11,22,27,29
2009/09/08 1,11,26,27,31
2009/09/09 1,22,26,29,31
2009/09/10 13,15,16,18,26
2009/09/11 16,25,26,32,33
2009/09/14 8,13,14,26,27
2009/09/15 6,14,27,30,31
2009/09/16 8,23,27,28,38
2009/09/17 7,19,23,30,39
2009/09/18 11,12,15,22,38
2009/09/21 4,14,24,27,34
2009/09/22 9,14,18,27,32
2009/09/23 3,9,13,37,38
2009/09/24 2,9,10,21,37
2009/09/25 3,5,14,16,20
2009/09/28 6,26,31,32,33
2009/09/29 11,24,31,32,34
2009/09/30 5,7,11,16,23
2009/10/01 7,14,24,31,35
2009/10/02 14,24,26,31,36
2009/10/05 18,20,23,24,30
2009/10/06 15,18,22,25,29
2009/10/07 3,5,8,9,35
2009/10/08 2,26,31,33,34
2009/10/09 1,8,28,35,38
2009/10/12 2,9,17,27,29
2009/10/13 6,13,24,26,31
2009/10/14 3,9,10,23,26
2009/10/15 7,13,18,28,38
2009/10/16 2,11,16,19,23
2009/10/19 12,20,23,34,36
2009/10/20 10,11,15,17,30
2009/10/21 15,21,23,36,39
2009/10/22 7,10,24,31,32
2009/10/23 2,15,21,23,37
2009/10/26 6,17,23,29,37
2009/10/27 6,19,22,25,29
2009/10/28 1,13,18,27,34
2009/10/29 3,6,15,17,26
2009/10/30 5,14,22,37,38
2009/11/02 3,4,17,23,26
2009/11/03 7,30,32,35,39
2009/11/04 2,9,10,27,35
2009/11/05 5,11,15,26,39
2009/11/06 8,10,20,21,35
2009/11/09 6,17,18,31,37
2009/11/10 8,12,26,27,30
2009/11/11 13,28,33,37,39
2009/11/12 12,22,26,28,38
2009/11/13 1,5,28,31,34
2009/11/16 11,16,34,35,36
2009/11/17 2,6,19,28,32
2009/11/18 5,14,15,26,37
2009/11/19 22,23,25,31,34
2009/11/20 5,10,17,28,38
2009/11/23 5,25,27,32,39
2009/11/24 3,10,17,18,23
2009/11/25 6,10,11,18,37
2009/11/26 9,14,27,28,38
2009/11/27 7,15,24,31,38
2009/11/30 10,13,22,29,30
2009/12/01 2,7,8,25,29
2009/12/02 14,25,33,36,38
2009/12/03 4,8,18,21,23
2009/12/04 14,15,17,34,37
2009/12/07 9,10,25,31,33
2009/12/08 1,5,11,15,35
2009/12/09 7,16,29,35,37
2009/12/10 7,14,15,24,28
2009/12/11 6,9,26,27,29
2009/12/14 6,10,16,27,28
2009/12/15 19,25,26,30,35
2009/12/16 10,19,30,37,39
2009/12/17 4,15,21,37,39
2009/12/18 5,20,21,25,37
2009/12/21 18,22,26,29,32
2009/12/22 2,5,7,10,17
2009/12/23 2,8,15,30,35
2009/12/24 2,11,19,20,36
2009/12/25 2,15,17,19,28
2009/12/28 3,5,10,13,29
2009/12/29 5,18,27,28,35
2009/12/30 7,12,13,31,34
2009/12/31 6,7,21,31,39
2010/01/01 3,4,5,23,27
2010/01/04 4,14,19,27,31
2010/01/05 3,5,15,27,35
2010/01/06 11,25,28,37,39
2010/01/07 6,24,26,30,34
2010/01/08 11,16,17,18,30
2010/01/11 17,19,24,27,29
2010/01/12 1,19,27,30,37
2010/01/13 8,16,33,36,39
2010/01/14 12,16,28,32,33
2010/01/15 13,29,31,32,38
2010/01/18 5,14,33,36,38
2010/01/19 10,11,23,25,32
2010/01/20 14,19,28,33,39
2010/01/21 7,11,18,29,37
2010/01/22 1,12,18,25,35
2010/01/25 12,19,22,23,31
2010/01/26 2,5,6,9,23
2010/01/27 7,8,14,25,38
2010/01/28 1,3,11,32,36
2010/01/29 11,15,17,22,30
2010/02/01 2,7,22,30,35
2010/02/02 5,16,20,37,38
2010/02/03 3,15,32,35,38
2010/02/04 2,4,11,16,25
2010/02/05 1,5,15,21,25
2010/02/08 13,27,31,35,39
2010/02/09 4,6,24,26,32
2010/02/10 7,13,19,36,38
2010/02/11 6,9,23,27,31
2010/02/12 11,21,23,26,38
2010/02/15 1,2,9,11,28
2010/02/16 18,19,27,35,39
2010/02/17 4,7,8,28,34
2010/02/18 9,11,24,26,39
2010/02/19 6,21,22,24,32
2010/02/22 2,9,15,22,26
2010/02/23 9,20,27,33,36
2010/02/24 5,16,17,28,39
