2018/02/14 11,14,16,17,22,30,34
2018/02/17 5,14,17,28,29,35,37
2018/02/21 7,16,22,26,30,32,36
2018/02/24 4,15,16,21,30,33,36
2018/02/28 4,15,17,30,32,37,39
2018/03/03 4,5,22,23,30,36,40
2018/03/07 13,15,16,32,35,37,38
2018/03/10 5,8,15,18,24,28,35
2018/03/14 13,18,21,29,30,31,38
2018/03/17 2,3,6,18,23,33,39
2018/03/21 6,17,18,19,22,30,39
2018/03/24 6,16,17,22,26,31,37
2018/03/28 2,8,18,22,27,32,38
2018/03/31 1,3,9,11,19,23,36
2018/04/04 1,7,8,12,25,27,29
2018/04/07 8,11,14,17,22,23,40
2018/04/11 6,12,13,18,24,33,40
2018/04/14 13,17,25,26,28,36,37
2018/04/18 1,5,8,25,26,32,34
2018/04/21 3,7,8,18,21,30,35
2018/04/25 6,7,11,14,22,35,40
2018/04/28 8,11,12,16,17,26,37
2018/05/02 8,9,19,26,38,39,40
2018/05/05 2,4,7,8,10,14,17
2018/05/09 1,3,13,20,22,23,28
2018/05/12 2,3,9,15,33,34,38
2018/05/16 5,6,10,14,21,22,29
2018/05/19 2,8,11,19,23,28,36
2018/05/23 4,6,14,15,18,29,32
2018/05/26 4,14,16,18,30,33,34
2018/05/30 9,12,19,20,21,27,36
2018/06/02 14,16,17,23,24,26,30
2018/06/06 2,4,7,16,30,31,39
2018/06/09 2,3,5,16,32,33,35
2018/06/13 1,2,4,12,16,20,34
2018/06/16 1,3,7,10,12,23,33
2018/06/20 7,17,23,27,30,31,38
2018/06/23 3,12,27,30,34,37,39
2018/06/27 5,9,19,21,28,32,36
2018/06/30 1,4,11,13,24,27,36
2018/07/04 11,18,22,25,33,34,36
2018/07/07 1,9,19,32,34,35,36
2018/07/11 12,15,16,18,25,27,35
2018/07/14 2,7,8,13,29,32,39
2018/07/18 8,11,17,18,20,24,35
2018/07/21 2,3,12,13,30,36,39
2018/07/25 8,13,20,22,27,30,32
2018/07/28 2,9,26,28,32,34,40
2018/08/01 4,10,19,25,28,32,39
2018/08/04 5,8,14,27,28,29,35
2018/08/08 7,17,25,27,35,38,39
2018/08/11 2,4,15,18,21,23,28
2018/08/15 4,9,11,12,16,30,34
2018/08/18 6,16,19,23,30,35,39
2018/08/22 6,10,13,14,31,32,34
2018/08/25 2,5,6,11,16,20,33
2018/08/29 2,12,14,20,23,24,33
2018/09/01 4,14,22,25,26,36,40
2018/09/05 20,25,26,27,30,35,40
2018/09/08 7,8,11,24,26,32,34
2018/09/12 13,17,18,19,28,33,39
2018/09/15 4,5,7,8,9,23,37
2018/09/19 6,9,18,19,23,27,36
2018/09/22 1,6,16,20,21,33,34
2018/09/26 1,8,10,11,23,32,33
2018/09/29 1,6,15,28,29,34,36
2018/10/03 11,14,18,19,20,28,39
2018/10/06 1,4,5,7,11,22,31
2018/10/10 1,2,8,18,27,28,30
2018/10/13 5,7,11,16,24,27,40
2018/10/17 10,16,21,23,27,31,40
2018/10/20 3,8,22,32,33,35,38
2018/10/24 2,4,10,14,15,22,36
2018/10/27 10,13,22,23,25,32,34
2018/10/31 8,13,16,31,34,38,40
2018/11/03 6,10,16,26,27,29,32
2018/11/07 3,12,22,31,32,36,37
2018/11/10 13,24,29,31,34,35,39
2018/11/14 13,31,32,33,37,39,40
2018/11/17 1,3,8,23,25,28,40
2018/11/21 15,19,26,27,30,31,32
2018/11/24 5,10,14,24,28,30,40
2018/11/28 1,11,19,20,30,35,36
2018/12/01 1,6,9,11,26,30,33
2018/12/05 15,18,24,25,26,27,34
2018/12/08 4,7,9,13,15,25,30
2018/12/12 6,7,14,20,24,27,37
2018/12/15 11,12,14,17,19,21,33
2018/12/19 1,3,6,17,22,23,30
2018/12/22 2,12,13,22,27,32,36
2018/12/26 11,12,22,27,36,38,40
2018/12/29 11,16,18,28,32,35,36
2019/01/02 8,12,17,25,37,38,39
2019/01/05 7,10,16,18,19,29,36
2019/01/09 3,6,20,22,25,31,40
2019/01/12 1,7,9,21,26,30,32
2019/01/16 4,14,15,18,24,26,33
2019/01/19 13,14,20,23,25,28,29
2019/01/23 9,12,13,18,27,38,39
2019/01/26 5,16,21,24,27,29,38
2019/01/30 2,9,12,17,21,29,39
2019/02/02 2,19,21,30,33,36,40
2019/02/06 3,5,12,14,15,23,33
2019/02/09 11,15,19,20,21,31,33
2019/02/13 2,4,15,17,25,33,37
2019/02/16 12,16,19,20,24,26,39
2019/02/20 5,7,10,22,24,31,40
2019/02/23 7,13,21,22,23,24,25
2019/02/27 4,7,17,27,31,32,38
2019/03/02 11,12,14,15,22,32,35
2019/03/06 10,21,23,25,26,30,35
2019/03/09 1,4,5,6,13,20,38
2019/03/13 2,6,11,15,18,24,33
2019/03/16 5,8,21,32,37,38,39
2019/03/20 4,10,19,23,27,31,40
2019/03/23 3,6,11,17,19,30,34
2019/03/27 12,14,17,18,32,35,40
2019/03/30 3,4,6,11,25,28,29
2019/04/03 13,20,21,22,25,32,37
2019/04/06 6,7,8,17,24,34,36
2019/04/10 21,25,28,29,30,33,38
2019/04/13 1,3,11,21,22,24,32
2019/04/17 8,11,14,26,29,34,35
2019/04/20 3,5,8,16,26,27,39
2019/04/24 1,5,11,21,25,29,40
2018/07/25 8,13,20,22,27,30,32
2018/07/28 2,9,26,28,32,34,40
2018/08/01 4,10,19,25,28,32,39
2018/08/04 5,8,14,27,28,29,35
2018/08/08 7,17,25,27,35,38,39
2018/08/11 2,4,15,18,21,23,28
2018/08/15 4,9,11,12,16,30,34
2018/08/18 6,16,19,23,30,35,39
2018/08/22 6,10,13,14,31,32,34
2018/08/25 2,5,6,11,16,20,33
2018/08/29 2,12,14,20,23,24,33
2018/09/01 4,14,22,25,26,36,40
2018/09/05 20,25,26,27,30,35,40
2018/09/08 7,8,11,24,26,32,34
2018/09/12 13,17,18,19,28,33,39
2018/09/15 4,5,7,8,9,23,37
2018/09/19 6,9,18,19,23,27,36
2018/09/22 1,6,16,20,21,33,34
2018/09/26 1,8,10,11,23,32,33
2018/09/29 1,6,15,28,29,34,36
2018/10/03 11,14,18,19,20,28,39
2018/10/06 1,4,5,7,11,22,31
2018/10/10 1,2,8,18,27,28,30
2018/10/13 5,7,11,16,24,27,40
2018/10/17 10,16,21,23,27,31,40
2018/10/20 3,8,22,32,33,35,38
2018/10/24 2,4,10,14,15,22,36
2018/10/27 10,13,22,23,25,32,34
2018/10/31 8,13,16,31,34,38,40
2018/11/03 6,10,16,26,27,29,32
2018/11/07 3,12,22,31,32,36,37
2018/11/10 13,24,29,31,34,35,39
2018/11/14 13,31,32,33,37,39,40
2018/11/17 1,3,8,23,25,28,40
2018/11/21 15,19,26,27,30,31,32
2018/11/24 5,10,14,24,28,30,40
2018/11/28 1,11,19,20,30,35,36
2018/12/01 1,6,9,11,26,30,33
2018/12/05 15,18,24,25,26,27,34
2018/12/08 4,7,9,13,15,25,30
2018/12/12 6,7,14,20,24,27,37
2018/12/15 11,12,14,17,19,21,33
2018/12/19 1,3,6,17,22,23,30
2018/12/22 2,12,13,22,27,32,36
2018/12/26 11,12,22,27,36,38,40
2018/12/29 11,16,18,28,32,35,36
2019/01/02 8,12,17,25,37,38,39
2019/01/05 7,10,16,18,19,29,36
2019/01/09 3,6,20,22,25,31,40
2019/01/12 1,7,9,21,26,30,32
2019/01/16 4,14,15,18,24,26,33
2019/01/19 13,14,20,23,25,28,29
2019/01/23 9,12,13,18,27,38,39
2019/01/26 5,16,21,24,27,29,38
2019/01/30 2,9,12,17,21,29,39
2019/02/02 2,19,21,30,33,36,40
2019/02/06 3,5,12,14,15,23,33
2019/02/09 11,15,19,20,21,31,33
2019/02/13 2,4,15,17,25,33,37
2019/02/16 12,16,19,20,24,26,39
2019/02/20 5,7,10,22,24,31,40
2019/02/23 7,13,21,22,23,24,25
2019/02/27 4,7,17,27,31,32,38
2019/03/02 11,12,14,15,22,32,35
2019/03/06 10,21,23,25,26,30,35
2019/03/09 1,4,5,6,13,20,38
2019/03/13 2,6,11,15,18,24,33
2019/03/16 5,8,21,32,37,38,39
2019/03/20 4,10,19,23,27,31,40
2019/03/23 3,6,11,17,19,30,34
2019/03/27 12,14,17,18,32,35,40
2019/03/30 3,4,6,11,25,28,29
2019/04/03 13,20,21,22,25,32,37
2019/04/06 6,7,8,17,24,34,36
2019/04/10 21,25,28,29,30,33,38
2019/04/13 1,3,11,21,22,24,32
2019/04/17 8,11,14,26,29,34,35
2019/04/20 3,5,8,16,26,27,39
2019/04/24 1,5,11,21,25,29,40
